Title,Price,Country of Origin,Product Link
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145593449916
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145561806738
Seiko  Quartz LC Chronograph - Vintage Digital LCD Watch not working,39.99,United Kingdom,https://www.ebay.com/itm/Seiko-Quartz-LC-Chronograph-Vintage-Digital-LCD-Watch-not-working-/186298391934
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145561798659
Vintage seiko 5 automatic day date  movement no. 7019A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-7019A-japan-made-mens-watch-/145581127966
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145593451037
 Waterproof OLEVS Quartz Luminous Stainless Luxury Watch Men's Wristwatch,39.99,"Los Angeles,CA,USA",https://www.ebay.com/itm/Waterproof-OLEVS-Quartz-Luminous-Stainless-Luxury-Watch-Mens-Wristwatch-/175716556314
OLEVS Men's Watch Luxury Business Analog Men Luminous Quartz Silicone Strap,39.99,Sri Lanka,https://www.ebay.com/itm/OLEVS-Mens-Watch-Luxury-Business-Analog-Men-Luminous-Quartz-Silicone-Strap-/196116748723
Vintage Citizen Automatic 21-Jewels Day & Date Men's SS Japan Wrist Watch 8200,39.99,India,https://www.ebay.com/itm/Vintage-Citizen-Automatic-21-Jewels-Day-Date-Mens-SS-Japan-Wrist-Watch-8200-/166452435814
Citizen Vintage automatic men steel White dial Day/date 21 Jewels Japan made,39.99,India,https://www.ebay.com/itm/Citizen-Vintage-automatic-men-steel-White-dial-Day-date-21-Jewels-Japan-made-/395065089094
Casio Men's Quartz Multifunction Silver-Tone Bracelet 42mm Watch AE1200WHD-1A,39.99,"Houston,TX,USA",https://www.ebay.com/itm/Casio-Mens-Quartz-Multifunction-Silver-Tone-Bracelet-42mm-Watch-AE1200WHD-1A-/185039258727
Timex Men's TW2R38000 Fairfield 41mm Quartz Watch,39.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Timex-Mens-TW2R38000-Fairfield-41mm-Quartz-Watch-/335193682985
Timex Men's Easy Reader Date Brown Leather Strap Indiglo 38MM Case Watch,39.99,"Kissimmee,FL,USA",https://www.ebay.com/itm/Timex-Mens-Easy-Reader-Date-Brown-Leather-Strap-Indiglo-38MM-Case-Watch-/176154870792
"Timex TW2V40100, Easy Reader, Men's, 2-Tone Expansion adjustable, Indiglo, Date",39.99,"Clinton Township,MI,USA",https://www.ebay.com/itm/Timex-TW2V40100-Easy-Reader-Mens-2-Tone-Expansion-adjustable-Indiglo-Date-/166357645054
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145593449916
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145561806738
Vintage Citizen Automatic 21-Jewels Day & Date Men's SS Japan Wrist Watch 8200,39.99,India,https://www.ebay.com/itm/Vintage-Citizen-Automatic-21-Jewels-Day-Date-Mens-SS-Japan-Wrist-Watch-8200-/166452435814
Vintage seiko 5 automatic day date  movement no. 6309A japan made men's watch,39.99,India,https://www.ebay.com/itm/Vintage-seiko-5-automatic-day-date-movement-no-6309A-japan-made-mens-watch-/145561798659
Casio Men's White Watch - AQ230A7D,40.0,"Edison,NJ,USA",https://www.ebay.com/itm/Casio-Mens-White-Watch-AQ230A7D-/166589566117
"Casio AQ800E-7A, Vintage Styled Analog/Digital Silvertone Watch, Alarm, Chrono",40.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Casio-AQ800E-7A-Vintage-Styled-Analog-Digital-Silvertone-Watch-Alarm-Chrono-/125594750268
Men's Casio Black Dial Silver Stainless Steel Round Wrist Watch MTP-1302D-1A2VDF,40.17,"Miami,FL,USA",https://www.ebay.com/itm/Mens-Casio-Black-Dial-Silver-Stainless-Steel-Round-Wrist-Watch-MTP-1302D-1A2VDF-/186077522371
Men's Aviator Chronograph Black Dial Eco-Drive Watch NEW free fast shipping,40.99,China,https://www.ebay.com/itm/Mens-Aviator-Chronograph-Black-Dial-Eco-Drive-Watch-NEW-free-fast-shipping-/285598877759?var=0
Invicta Men's 52mm PRO DIVER SCUBA Chronograph PURPLE DIAL Purple/Gold SS Watch,41.0,"Houston,TX,USA",https://www.ebay.com/itm/Invicta-Mens-52mm-PRO-DIVER-SCUBA-Chronograph-PURPLE-DIAL-Purple-Gold-SS-Watch-/285695416355
CASIO G-SHOCK 5425 GMA-S110MP White & Pink UNISEX DIGITAL WATCH,41.0,"Omaha,NE,USA",https://www.ebay.com/itm/CASIO-G-SHOCK-5425-GMA-S110MP-White-Pink-UNISEX-DIGITAL-WATCH-/156060664157
Invicta Men's Pro Diver Pepsi White Dial Stainless Steel Watch 8933,41.6,"Brooklyn,NY,USA",https://www.ebay.com/itm/Invicta-Mens-Pro-Diver-Pepsi-White-Dial-Stainless-Steel-Watch-8933-/175731447132
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/354883137654
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/196100403319
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/196121465272
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/196123484383
OLEVS Men's Hollow Skeleton Automatic Watch Mechanical Leather Strap Luxury NEW,41.99,China,https://www.ebay.com/itm/OLEVS-Mens-Hollow-Skeleton-Automatic-Watch-Mechanical-Leather-Strap-Luxury-NEW-/166509755581?var=0
Citizen Automatic 21-Jewels Day & Date Men's SS Japanese Wrist Watch 8200,41.99,India,https://www.ebay.com/itm/Citizen-Automatic-21-Jewels-Day-Date-Mens-SS-Japanese-Wrist-Watch-8200-/255761089797
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/196100403319
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/354883137654
SEIKO 5 AUTOMATIC STEEL SILVER DAY/DATE VINTAGE MEN'S WRIST WATCH,41.99,India,https://www.ebay.com/itm/SEIKO-5-AUTOMATIC-STEEL-SILVER-DAY-DATE-VINTAGE-MENS-WRIST-WATCH-/196121465272
"New Invicta Speedway Silver Dial Men's Watch - 42mm, Silver Stainless Steel",42.0,"Houston,TX,USA",https://www.ebay.com/itm/New-Invicta-Speedway-Silver-Dial-Mens-Watch-42mm-Silver-Stainless-Steel-/285695415966
Casio AQ230GA-9D Men's Analog Digital Dual Time Gold Tone Metal Band Watch,42.0,"Edison,NJ,USA",https://www.ebay.com/itm/Casio-AQ230GA-9D-Mens-Analog-Digital-Dual-Time-Gold-Tone-Metal-Band-Watch-/156051754964
"Timex T49870, Men's ""Expedition"" Brown Leather Watch, Indiglo, Date",42.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T49870-Mens-Expedition-Brown-Leather-Watch-Indiglo-Date-/143569846264
"Timex T20461, Easy Reader, Men's, Silvertone Expansion Watch, Indiglo, Day/Date",42.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T20461-Easy-Reader-Mens-Silvertone-Expansion-Watch-Indiglo-Day-Date-/143569913409
"Timex T2N091, Men's Easy Reader X- Long Expansion Band Watch, Indiglo, Date",42.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T2N091-Mens-Easy-Reader-X-Long-Expansion-Band-Watch-Indiglo-Date-/143569844445
"Timex TW4B16000, Men's ""Expedition Field"" Brown Leather Watch, Blue Dial",42.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW4B16000-Mens-Expedition-Field-Brown-Leather-Watch-Blue-Dial-/143569992007
"PAULAREIS Automatic Mechanical Men’s Watch: Multifunction, Luminous",42.99,China,https://www.ebay.com/itm/PAULAREIS-Automatic-Mechanical-Men-s-Watch-Multifunction-Luminous-/355142300430?var=0
"Timex T45181, Men's Expedition Combo Brown Watch, Indiglo, Chronograph",43.33,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T45181-Mens-Expedition-Combo-Brown-Watch-Indiglo-Chronograph-/143569031465
"Timex T49963, Men's Expedition Scout Brown Leather Watch, Date, Indiglo",43.4,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T49963-Mens-Expedition-Scout-Brown-Leather-Watch-Date-Indiglo-/124138394798
"Timex TW4B04700, Men's ""Expedition"" Green Nylon Watch, Scout, Indiglo, Date",43.4,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW4B04700-Mens-Expedition-Green-Nylon-Watch-Scout-Indiglo-Date-/124135668502
"Timex TW4B14000, Men's Expedition Scout Green Fabric Strap Watch, Date, Indiglo",43.4,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW4B14000-Mens-Expedition-Scout-Green-Fabric-Strap-Watch-Date-Indiglo-/124138101282
"Timex T46681, Men's Expedition Brown Leather Watch, Indiglo, Day/Date, 100 Meter",43.4,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T46681-Mens-Expedition-Brown-Leather-Watch-Indiglo-Day-Date-100-Meter-/143569906591
"Timex TW4B23000, Men's ""Expedition"" Leather Indiglo Watch, Scout, Date",43.4,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW4B23000-Mens-Expedition-Leather-Indiglo-Watch-Scout-Date-/144261376250
OLEVS Mens Watch Luxury Business Silicone StrapAnalog Wristwatch Luminous Quartz,43.99,"New York,NY,USA",https://www.ebay.com/itm/OLEVS-Mens-Watch-Luxury-Business-Silicone-StrapAnalog-Wristwatch-Luminous-Quartz-/394536271611
#Japanese Citizen Quartz Black- Dial Men's Ana-Digi Temp Men's Wrist Watch,43.99,India,https://www.ebay.com/itm/Japanese-Citizen-Quartz-Black-Dial-Mens-Ana-Digi-Temp-Mens-Wrist-Watch-/176162502295
"Casio AQ-230GA-9DHDF Digital Analog Dual Time, Square 28mm",43.99,"Brooklyn,NY,USA",https://www.ebay.com/itm/Casio-AQ-230GA-9DHDF-Digital-Analog-Dual-Time-Square-28mm-/175640983392
"Timex T2M932, Men's Silvertone Expansion Band Watch, Indiglo, Day/Date",44.1,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T2M932-Mens-Silvertone-Expansion-Band-Watch-Indiglo-Day-Date-/362956515150
"Casio SGW100B-3V, Twin Sensor Watch, Compass, Thermometer, 200 Meter, 5 Alarms",44.88,"Hampton,NJ,USA",https://www.ebay.com/itm/Casio-SGW100B-3V-Twin-Sensor-Watch-Compass-Thermometer-200-Meter-5-Alarms-/274310989874
Invicta Men's IN-46971 Pro Diver 48mm Quartz Watch,44.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46971-Pro-Diver-48mm-Quartz-Watch-/335142272928
Invicta Men's IN-46895 Pro Diver 46mm Quartz Watch,44.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46895-Pro-Diver-46mm-Quartz-Watch-/335142272323
Invicta Men's IN-46976 Pro Diver 48mm Quartz Watch,44.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46976-Pro-Diver-48mm-Quartz-Watch-/335142273190
Invicta Men's IN-47005 Pro Diver 48mm Quartz Watch,44.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-47005-Pro-Diver-48mm-Quartz-Watch-/335142274461
Invicta Men's IN-46902 Pro Diver 46mm Quartz Watch,44.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46902-Pro-Diver-46mm-Quartz-Watch-/335142272583
Timex Mens TW4B13900 Expedition Scout 36mm Green Nylon Strap Indiglo Watch,44.99,"Kissimmee,FL,USA",https://www.ebay.com/itm/Timex-Mens-TW4B13900-Expedition-Scout-36mm-Green-Nylon-Strap-Indiglo-Watch-/176154883863
Omega Watch  595.0101 De Ville 23mm Women's Gold X Browns 1174204,45.8,Japan,https://www.ebay.com/itm/Omega-Watch-595-0101-Ville-23mm-Womens-Gold-X-Browns-1174204-/315145396176
Timex Men's TW2U29000 Diver-Inspired 43mm Case Stainless Steel Blue Dial Watch,45.9,"Kissimmee,FL,USA",https://www.ebay.com/itm/Timex-Mens-TW2U29000-Diver-Inspired-43mm-Case-Stainless-Steel-Blue-Dial-Watch-/185874550773
Men's Casio Databank Calculator Watch DBC-32D-1A DBC32D-1A,45.95,"Miami,FL,USA",https://www.ebay.com/itm/Mens-Casio-Databank-Calculator-Watch-DBC-32D-1A-DBC32D-1A-/295690935538
Omega Watch  111.0107 De Ville 33mm Unisex Silver X Black 2352821,46.0,Japan,https://www.ebay.com/itm/Omega-Watch-111-0107-Ville-33mm-Unisex-Silver-X-Black-2352821-/296212379009
"Timex TW2R41100, Peanuts-Charlie Brown Weekender Yellow Slip Thru Fabric Watch",46.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW2R41100-Peanuts-Charlie-Brown-Weekender-Yellow-Slip-Thru-Fabric-Watch-/364241025708
"Timex TW2R41400, Peanuts-Snoopy Weekender Red Slip Thru Fabric Watch",46.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW2R41400-Peanuts-Snoopy-Weekender-Red-Slip-Thru-Fabric-Watch-/363297612057
"Timex T2P135, Men's Black Dress Expansion Watch, Indiglo, Date",46.2,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T2P135-Mens-Black-Dress-Expansion-Watch-Indiglo-Date-/143565810015
Timex 40 mm MK1 Aluminum Chrono Gunmetal Case White Dial Grey Nylon,46.74,"Grandview,MO,USA",https://www.ebay.com/itm/Timex-40-mm-MK1-Aluminum-Chrono-Gunmetal-Case-White-Dial-Grey-Nylon-/275957890499
A  Men'S Watch Automatic Mechanical Watches Self Winding Diamond Dial Stainess S,47.46,"Denver,CO,USA",https://www.ebay.com/itm/MenS-Watch-Automatic-Mechanical-Watches-Self-Winding-Diamond-Dial-Stainess-S-/285700435281
CASIO DW5600E-1V Mens Classic GSHOCK Black Resin Digital Chronograph Sport Watch,47.49,"Clinton Township,MI,USA",https://www.ebay.com/itm/CASIO-DW5600E-1V-Mens-Classic-GSHOCK-Black-Resin-Digital-Chronograph-Sport-Watch-/165536011031
"Timex TW4B25500,  Gallatin, Expedition Black Silicone Watch, Indiglo, Date",47.6,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW4B25500-Gallatin-Expedition-Black-Silicone-Watch-Indiglo-Date-/364107431774
"Timex TW2V77800, Peanuts-Snoopy Weekender Watch, Nylon Strap, Indiglo",47.6,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-TW2V77800-Peanuts-Snoopy-Weekender-Watch-Nylon-Strap-Indiglo-/125906929287
vintage case+dial omega pocket watch_(PARTS),47.75,Portugal,https://www.ebay.com/itm/vintage-case-dial-omega-pocket-watch-PARTS-/285700111506
Schutzfolie für Rolex Submariner 41mm 124060 126610 uvm.,48.0,Germany,https://www.ebay.com/itm/Schutzfolie-fur-Rolex-Submariner-41mm-124060-126610-uvm-/125020273330
Invicta BOLT ZEUS MAGNUM CHRONOGRAPH ANATOMIC SHUTTER SILVER BLUE PURPLE Watch,48.0,"Houston,TX,USA",https://www.ebay.com/itm/Invicta-BOLT-ZEUS-MAGNUM-CHRONOGRAPH-ANATOMIC-SHUTTER-SILVER-BLUE-PURPLE-Watch-/285696714991
SEIkO BELLMATIC 4006-6080 AUTOMATIC DAY/DATE EXCELLENT CONDITION KEEP TIME,48.2,"Lutherville-Timonium,MD,USA",https://www.ebay.com/itm/SEIkO-BELLMATIC-4006-6080-AUTOMATIC-DAY-DATE-EXCELLENT-CONDITION-KEEP-TIME-/156060549142
"SEIKO Alba AQPK401 Men's, Black Strap Lumibrite 100%Original",48.5,Japan,https://www.ebay.com/itm/SEIKO-Alba-AQPK401-Mens-Black-Strap-Lumibrite-100-Original-/335251541553
OLEVS Quartz Men Watch Diver Waterproof Automatic Mechanical Luminous Calendar,48.91,"New Castle,DE,USA",https://www.ebay.com/itm/OLEVS-Quartz-Men-Watch-Diver-Waterproof-Automatic-Mechanical-Luminous-Calendar-/404636958850?var=0
OLEVS Quartz Men Watch Diver Waterproof Automatic Mechanical Luminous Calendar,48.91,"New Castle,DE,USA",https://www.ebay.com/itm/OLEVS-Quartz-Men-Watch-Diver-Waterproof-Automatic-Mechanical-Luminous-Calendar-/404636958850?var=0
Casio G-Shock GA-2100-1A3ER Analog/Digital World Time W/R 200m Official Stockist,48.98,Hong Kong,https://www.ebay.com/itm/Casio-G-Shock-GA-2100-1A3ER-Analog-Digital-World-Time-W-R-200m-Official-Stockist-/386655379225
MULCO Mens MW5-1836-615 Titan Wave Analog Display Japanese Quartz Orange Watch,49.0,"Suffern,NY,USA",https://www.ebay.com/itm/MULCO-Mens-MW5-1836-615-Titan-Wave-Analog-Display-Japanese-Quartz-Orange-Watch-/115527844459
"Timex T5K198, ""Ironman Triathlon"" 30-Lap Nylon Watch, Shock, Indiglo, Alarm",49.0,"Bensalem,PA,USA",https://www.ebay.com/itm/Timex-T5K198-Ironman-Triathlon-30-Lap-Nylon-Watch-Shock-Indiglo-Alarm-/124138171564
CASIO DW5600E-1V Mens Classic GSHOCK Black Resin Digital Chronograph Sport Watch,49.48,"Port Chester,NY,USA",https://www.ebay.com/itm/CASIO-DW5600E-1V-Mens-Classic-GSHOCK-Black-Resin-Digital-Chronograph-Sport-Watch-/254932408394
Invicta Mens Watch 9204 Pro Diver Quartz Blue Dial Silver Stainless Steel 38mm,49.49,"Boulder,CO,USA",https://www.ebay.com/itm/Invicta-Mens-Watch-9204-Pro-Diver-Quartz-Blue-Dial-Silver-Stainless-Steel-38mm-/196185944080
CASIO MDV106-1AV Mens DURO 200M Black Resin Strap w Date Analog Sport Watch $75,49.78,"Port Chester,NY,USA",https://www.ebay.com/itm/CASIO-MDV106-1AV-Mens-DURO-200M-Black-Resin-Strap-w-Date-Analog-Sport-Watch-75-/266579370921
"Casio DW9052-1V, G-Shock 200 Meter Watch, Chronograph, Resin Strap, Alarm",49.88,"Hampton,NJ,USA",https://www.ebay.com/itm/Casio-DW9052-1V-G-Shock-200-Meter-Watch-Chronograph-Resin-Strap-Alarm-/274310721365
Antique Vintage CAMY Geneva ST96 17 Jewels Hand Wind Swiss Made Men's Wristwatch,49.95,India,https://www.ebay.com/itm/Antique-Vintage-CAMY-Geneva-ST96-17-Jewels-Hand-Wind-Swiss-Made-Mens-Wristwatch-/165172707095
Antique Vintage CAMY Geneva ST96 17 Jewels Hand Wind Swiss Made Men's Wristwatch,49.95,India,https://www.ebay.com/itm/Antique-Vintage-CAMY-Geneva-ST96-17-Jewels-Hand-Wind-Swiss-Made-Mens-Wristwatch-/165172692074
Invicta Men's IN-24214 Speedway 48mm Quartz Watch,49.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-24214-Speedway-48mm-Quartz-Watch-/335091726874
Invicta Men's IN-39908 Aviator 50mm Quartz Watch,49.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-39908-Aviator-50mm-Quartz-Watch-/335091736122
Invicta Men's 45mm AVIATOR PILOT GREEN DIAL Rose Tone Brown Leather SS Watch,49.99,"Katy,TX,USA",https://www.ebay.com/itm/Invicta-Mens-45mm-AVIATOR-PILOT-GREEN-DIAL-Rose-Tone-Brown-Leather-SS-Watch-/375193735078
Invicta Men's IN-46875 Bolt 52mm Quartz Watch,49.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46875-Bolt-52mm-Quartz-Watch-/335133228263
Invicta Women's IN-36953 Marvel 40mm Quartz Watch,49.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Womens-IN-36953-Marvel-40mm-Quartz-Watch-/335091728924
Invicta Disney® 36mm Minnie Mouse Quartz Blue Dial Limited Edition Blue SS Watch,49.99,"Katy,TX,USA",https://www.ebay.com/itm/Invicta-Disney-36mm-Minnie-Mouse-Quartz-Blue-Dial-Limited-Edition-Blue-SS-Watch-/375185657819
Invicta Men's IN-46979 Pro Diver 48mm Quartz Watch,49.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46979-Pro-Diver-48mm-Quartz-Watch-/335142273402
Invicta Disney® 36mm Minnie Mouse Quartz Blue Dial Limited Edition Blue SS Watch,49.99,"Katy,TX,USA",https://www.ebay.com/itm/Invicta-Disney-36mm-Minnie-Mouse-Quartz-Blue-Dial-Limited-Edition-Blue-SS-Watch-/375185657819
Invicta Men's IN-24214 Speedway 48mm Quartz Watch,49.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-24214-Speedway-48mm-Quartz-Watch-/335091726874
Vintage CITIZEN ANA-DIGI TEMP QUARTZ GRAY-DIAL MEN'S WRIST WATCH JAPAN MADE,49.99,India,https://www.ebay.com/itm/Vintage-CITIZEN-ANA-DIGI-TEMP-QUARTZ-GRAY-DIAL-MENS-WRIST-WATCH-JAPAN-MADE-/285663522890
CASIO MEN'S AQ230-2A2 ANADIGITAL BLUE DIAL WATCH,49.99,"Edison,NJ,USA",https://www.ebay.com/itm/CASIO-MENS-AQ230-2A2-ANADIGITAL-BLUE-DIAL-WATCH-/156051802998
Timex Men's Allied LT Indiglo Brown Grey TW2T33300,50.0,USA,https://www.ebay.com/itm/Timex-Mens-Allied-LT-Indiglo-Brown-Grey-TW2T33300-/285647602469
Rolex Men’s Watch Parts,51.0,"Loudon,TN,USA",https://www.ebay.com/itm/Rolex-Men-s-Watch-Parts-/326008336331
Invicta Pro Diver Black Dial Stainless Steel Men's Watch 8932,52.47,"Brooklyn,NY,USA",https://www.ebay.com/itm/Invicta-Pro-Diver-Black-Dial-Stainless-Steel-Mens-Watch-8932-/154386770679
Casio New AQ230A-1D Retro Digital Analog Alarm Mens Watch ,52.5,"Miami,FL,USA",https://www.ebay.com/itm/Casio-New-AQ230A-1D-Retro-Digital-Analog-Alarm-Mens-Watch-/295195056158
"Casio MDV106-1A, Men's Analog Watch, Black Resin Band, Date, 200 Meter WR",52.8,"Bensalem,PA,USA",https://www.ebay.com/itm/Casio-MDV106-1A-Mens-Analog-Watch-Black-Resin-Band-Date-200-Meter-WR-/143563699312
Casio DW9052-2 G-Shock Digital Men's Watch (Blue) DW9052-2V,52.95,"Miami,FL,USA",https://www.ebay.com/itm/Casio-DW9052-2-G-Shock-Digital-Mens-Watch-Blue-DW9052-2V-/293575928609
CASIO MDV106B-2AV Mens DURO 200M Black Resin Strap w Date Analog Sport Watch $80,52.98,"Port Chester,NY,USA",https://www.ebay.com/itm/CASIO-MDV106B-2AV-Mens-DURO-200M-Black-Resin-Strap-w-Date-Analog-Sport-Watch-80-/256100584241
Timex Waterbury Classic Chronograph 40mm Watch,53.21,"Grandview,MO,USA",https://www.ebay.com/itm/Timex-Waterbury-Classic-Chronograph-40mm-Watch-/275957890505
Invicta Men's Watch Pro Diver Quartz Black Dial Two Tone Steel Bracelet 8934,53.37,"Shelton,CT,USA",https://www.ebay.com/itm/Invicta-Mens-Watch-Pro-Diver-Quartz-Black-Dial-Two-Tone-Steel-Bracelet-8934-/352664224529
NEW Invicta Men's 43mm Pro Diver HAMMERHEAD BLUE DIAL Blue/Rose Tone SS Watch,53.99,"Katy,TX,USA",https://www.ebay.com/itm/NEW-Invicta-Mens-43mm-Pro-Diver-HAMMERHEAD-BLUE-DIAL-Blue-Rose-Tone-SS-Watch-/305354982027
Vintage Seiko 5 Automatic Silver Day-Date Black Dial 36M Japan Men's Wrist Watch,54.0,Japan,https://www.ebay.com/itm/Vintage-Seiko-5-Automatic-Silver-Day-Date-Black-Dial-36M-Japan-Mens-Wrist-Watch-/404445426531
Vintage SEIKO 5 Automatic Silver Day-Date Blue Dial 36M JAPAN Men's Wrist Watch,54.0,Japan,https://www.ebay.com/itm/Vintage-SEIKO-5-Automatic-Silver-Day-Date-Blue-Dial-36M-JAPAN-Mens-Wrist-Watch-/404550274806
"Casio MDV106B-1A3V, Duro,  Black Resin Watch, 200 Meter WR, Anti-Reverse Bezel",54.0,"Hampton,NJ,USA",https://www.ebay.com/itm/Casio-MDV106B-1A3V-Duro-Black-Resin-Watch-200-Meter-WR-Anti-Reverse-Bezel-/373781444060
Vintage Seiko 5 Automatic Silver Day-Date Black Dial 36M Japan Men's Wrist Watch,54.0,Japan,https://www.ebay.com/itm/Vintage-Seiko-5-Automatic-Silver-Day-Date-Black-Dial-36M-Japan-Mens-Wrist-Watch-/404445426531
seiko 5 automatic japanese wrist watch green dial transparent back day/date ,54.14,India,https://www.ebay.com/itm/seiko-5-automatic-japanese-wrist-watch-green-dial-transparent-back-day-date-/126095347320
seiko 5 automatic japanese wrist watch green dial transparent back day/date ,54.14,India,https://www.ebay.com/itm/seiko-5-automatic-japanese-wrist-watch-green-dial-transparent-back-day-date-/126095347320
Invicta Men's IN-46874 Bolt 52mm Quartz Watch,54.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-46874-Bolt-52mm-Quartz-Watch-/335133228007
Invicta Men's IN-39893 Aviator 50mm Quartz Watch,54.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-39893-Aviator-50mm-Quartz-Watch-/335091735797
Invicta Men's IN-39918 50mm Purple Dial Automatic Watch,54.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-39918-50mm-Purple-Dial-Automatic-Watch-/334974502791
Invicta Mens 52mm Classic RUSSIAN DIVER Chronograph PINK DIAL Pink Tone SS Watch,54.99,"Katy,TX,USA",https://www.ebay.com/itm/Invicta-Mens-52mm-Classic-RUSSIAN-DIVER-Chronograph-PINK-DIAL-Pink-Tone-SS-Watch-/295115444885
Invicta Men's IN-40084 Star Wars 52mm Quartz Watch,54.99,"Fairfield,NJ,USA",https://www.ebay.com/itm/Invicta-Mens-IN-40084-Star-Wars-52mm-Quartz-Watch-/335091736641
Seiko automatic men steel date@3 vintage Green dial watch Japan made,54.99,India,https://www.ebay.com/itm/Seiko-automatic-men-steel-date-3-vintage-Green-dial-watch-Japan-made-/395062871606
